CountyGeo,Students Enrolled,Total Days Lost,All Student Days Lost per 100 Students,Black Students,Black Days Lost,Black Days Lost per 100 Students,Latino Students,Latino Days Lost,Latino Days Lost per 100 Students,White Students Enrolled,White Days Lost,White Days Lost per 100 Students,SWD Enrolled,SWD Days Lost,SWD Days Lost per 100 Students,SWoD Enrolled,SWoD Days Lost,SWoD Days Lost per 100 Students,Native American Students Enrolled,Native American Days Lost,Native American Days Lost per 100 Students,Pac. Islander Students Enrolled,Pac. Islander Days Lost,Pac. Islander Lost per 100 Students,Asian Students Enrolled,Asian Days Lost,Asian Days Lost per 100 Students,Law Enforcement,LEO-to-Student Ratio,Counselors,Counselor-to-Student Ratio,Teachers,Teacher-to-Student Ratio,Nurses,Nurse-to-Student Ratio,Psychologists,Psych-to-Student Ratio,Social Workers,SW-to-Student Ratio,Non-matching,Remove from CNC Map,CNC Students Enrolled,Percent of Schools w Cops and No Counselors,Number of Schools,SOC Enrolled,Number of CNC SCHOOLS,Security Guards,MTW Status,,,
Grand Total,"49,977,268","11,360,004",23,"7,706,334","5,102,873",66,"12,901,683","2,196,744",17,"24,366,389","3,294,592",14,"5,982,714","2,719,980",45,"43,693,941","8,618,773",20,"550,923","170,187",31,"216,411","64,336",30,"2,502,065","100,076",4,"27,235",1794,"112,586",444,"3,190,980",16,"53,389",936,"32,754",1526,"23,138",2160,Matching,,1729856,3.5%,93641,25610879,4112,27736.9,Matching and updated,,,
6037,"1,405,554","81,311",6,"106,301","23,052",22,"906,371","43,497",5,"201,761","9,067",4,"154,902","23,165",15,"1,245,292","58,146",5,"4,213",372,9,"8,117",472,6,"144,365","2,182",2,447,3066,"2,526",556,"61,312",23,"1,496",940,"2,470",569,313,4495,Matching,,72473,5.2%,1956,1203793,137,824.07,Matching and updated,,,
,"1,385,585","298,072",22,"309,065","172,367",56,"576,338","88,095",15,"274,352","24,687",9,"238,345","115,726",49,"1,144,442","182,346",16,"13,885","2,906",21,"6,777",114,2,"178,921","7,018",4,99,,"3,687",376,"97,742",14,901,1045,128,7377,63,15007,Matching,,25731,2.7%,1074,755598,39,233.88,Matching and updated,,,
48201,"941,687","186,698",20,"173,238","85,615",49,"507,764","83,077",16,"186,089","14,098",8,"71,494","30,780",43,"856,680","152,746",18,"4,614",543,12,"1,411",139,10,"52,649","1,096",2,366,2521,"1,611",584,"57,805",16,551,1384,468,1631,883,864,Matching,,34073,4.5%,1219,573772,66,2037.58,Matching and updated,,,
17031,"762,886","116,947",15,"221,917","75,035",34,"291,378","28,925",10,"189,114","10,577",6,"97,586","25,603",26,"635,938","89,184",14,"2,481",227,9,"1,339",42,3,"41,139",629,2,555,1384,"1,483",515,"51,497",15,526,1376,451,1606,246,2939,Matching,,68908,9.5%,1044,431400,89,497.88,Matching and updated,,,
4013,"723,768","179,858",25,"47,257","30,806",65,"319,384","92,473",29,"292,368","43,745",15,"73,838","30,709",42,"646,776","149,149",23,"15,518","5,769",37,"2,841",461,16,"26,387","1,779",7,229,3221,860,842,"36,334",20,156,3190,321,1552,16,31175,Matching,,66937,13.5%,604,361420,117,279.35,Matching and updated,,,
6059,"497,549","32,349",7,"6,816","1,029",15,"246,939","22,812",9,"136,129","5,566",4,"47,823","7,790",16,"447,939","24,559",5,"1,669",119,7,"2,096",240,11,"85,515","1,736",2,133,3704,465,1071,"19,807",25,549,830,21,21996,48,9507,Matching,,181,0.0%,671,405278,2,150.3,Matching and updated,,,
6073,"476,778","61,252",13,"23,430","10,141",43,"230,828","27,872",12,"142,325","17,248",12,"52,866","18,698",35,"421,540","42,554",10,"2,488",521,21,"2,874",261,9,"48,709","1,524",3,94,5041,730,653,"22,003",22,735,648,429,1112,75,6377,Matching,,10362,2.2%,707,334453,23,368.48,Matching and updated,,,
48113,"455,967","130,754",29,"111,307","61,211",55,"262,335","61,031",23,"50,689","6,014",12,"33,623","18,461",55,"416,938","108,183",26,"2,173",358,16,566,43,8,"21,868",579,3,164,2746,"1,053",433,"29,506",15,171,2323,359,1110,30,13328,Matching,,27780,7.0%,523,327344,48,393.94,Matching and updated,,,
6065,"412,500","68,684",17,"25,874","11,318",44,"261,062","41,755",16,"89,460","11,905",13,"47,728","17,114",36,"363,396","51,570",14,"2,200",501,23,"3,289",330,10,"18,730",999,5,161,2576,554,744,"17,450",24,132,3125,211,1955,49,8410,Matching,,35374,8.6%,463,323040,45,464.7,Matching and updated,,,
6071,"398,250","64,712",16,"35,005","17,517",50,"254,337","34,236",13,"70,906","9,322",13,"45,229","13,899",31,"351,475","50,653",14,"2,188",652,30,"2,075",326,16,"18,857",478,3,155,2555,577,691,"17,269",23,357,1053,361,1041,33,11341,Matching,,1067,0.3%,527,253788,2,103.05,Matching and updated,,,
48439,"375,949","70,743",19,"69,658","36,509",52,"151,127","22,081",15,"122,161","9,461",8,"29,042","12,385",43,"345,309","58,358",17,"1,646",173,11,"1,222",107,9,"18,863",567,3,99,3909,"1,090",345,"24,633",15,17,20984,9,39637,9,39637,Matching,,,0.0%,473,330792,,4,Matching and updated,,,
48029,"373,487","63,980",17,"24,925","9,059",36,"276,411","49,247",18,"55,234","4,450",8,"35,204","13,978",40,"337,268","50,002",15,782,71,9,714,41,6,"7,870",197,3,230,1526,890,420,"23,751",16,400,933,78,4786,62,5997,Matching,,655,0.2%,540,318253,4,1,Matching and updated,,,
12086,"356,736","5,472",2,"77,636","1,955",3,"246,399","3,199",1,"25,944",265,1,"33,433",503,2,"322,803","4,969",2,309,12,4,200,0,0,"4,085",21,1,90,3904,554,644,"15,829",23,139,2350,164,1988,21,15524,Matching,,125,0.0%,357,240500,1,157,Matching and updated,,,
32003,"326,002","104,537",32,"44,453","37,944",85,"148,252","40,111",27,"85,502","16,777",20,"35,881","21,064",59,"289,002","83,473",29,"1,438",387,27,"5,117","1,229",24,"20,513","1,630",8,65,5309,657,496,"17,947",18,69,4082,143,1966,340,826,Matching,,15077,5.4%,545,157158,33,285.25,Matching and updated,,,
53033,"284,337","49,025",17,"24,313","14,173",58,"48,893","10,574",22,"130,764","14,284",11,"31,339","16,054",51,"251,158","32,971",13,"1,660",780,47,"4,250","1,427",34,"50,086","2,612",5,60,4569,654,435,"14,818",19,216,1314,236,1207,17,16935,Matching,,3620,1.3%,469,153573,5,107.43,Matching and updated,,,
26163,"280,743","155,085",55,"118,524","114,238",96,"21,844","6,289",29,"123,585","31,294",25,"33,993","30,009",88,"245,395","125,076",51,934,339,36,215,14,7,"10,282",760,7,82,3417,446,630,"15,371",18,74,3593,212,1261,34,7874,Matching,,22208,8.3%,387,210374,35,21.38,Matching and updated,,,
12011,"268,597","14,154",5,"105,842","10,125",10,"85,028","2,365",3,"59,617","1,233",2,"32,646","2,035",6,"235,135","12,119",5,898,4,0,531,0,0,"9,629",99,1,201,1335,341,788,"8,550",31,0,0,0,0,6,44766,Matching,,26979,10.0%,337,208980,39,383,Matching and updated,,,
6085,"267,402","18,748",7,"5,762","1,256",22,"101,537","12,135",12,"57,028","3,053",5,"25,728","6,280",24,"240,389","12,468",5,"1,431",112,8,"1,586",173,11,"88,155","1,606",2,39,6766,297,900,"12,348",22,402,600,399,604,290,831,Matching,,12093,5.0%,345,100833,21,770.26,Matching and updated,,,
36103,"241,198","39,519",16,"20,097","11,912",59,"65,419","11,379",17,"140,365","14,488",10,"31,623","11,048",35,"204,566","27,327",13,816,127,16,355,22,6,"9,916",535,5,61,3924,610,395,"18,752",13,40,5936,104,2270,52,4577,Matching,,9672,4.1%,281,78438,19,8,Matching and updated,,,
49035,"235,705","16,963",7,"5,455","1,182",22,"51,753","6,511",13,"157,267","7,713",5,"24,758","4,487",18,"209,878","12,476",6,"2,034",217,11,"6,141",644,10,"7,015",338,5,98,2435,311,758,"9,076",26,130,1765,189,1215,113,2026,Matching,,45484,19.9%,343,156517,66,102.65,Matching and updated,,,
6067,"229,032","50,369",22,"27,962","19,675",70,"70,399","13,845",20,"72,515","10,309",14,"25,332","11,543",46,"202,504","38,826",19,"1,760",493,28,"3,316",620,19,"39,011","1,954",5,123,1829,271,844,"10,774",21,269,766,12,16802,37,5541,Matching,,,0.0%,295,202932,,278.42,Matching and updated,,,
48453,"214,484","31,902",15,"19,850","6,970",35,"106,598","20,908",20,"65,452","2,935",4,"19,751","7,525",38,"194,162","24,377",13,621,125,20,329,27,8,"14,597",185,1,50,3530,492,436,"15,164",14,0,0,156,1355,127,1660,Matching,,236,0.1%,277,137330,1,0,Matching and updated,,,
6001,"210,844","22,655",11,"21,686","8,137",38,"65,216","8,205",13,"42,517","2,750",6,"18,289","5,891",32,"191,600","16,764",9,782,130,17,"2,373",311,13,"63,188","2,016",3,62,3328,291,723,"10,147",21,76,2763,179,1178,25,8444,Matching,,4342,2.1%,331,168327,6,249.3,Matching and updated,,,
12057,"210,768","49,395",23,"44,814","24,255",54,"74,790","15,059",20,"73,438","8,001",11,"28,092","13,168",47,"182,043","36,227",20,644,113,18,482,58,12,"7,650",145,2,100,2086,394,536,"13,791",15,376,540,399,509,255,797,Matching,,4260,2.1%,311,99658,8,554.59,Matching and updated,,,
48215,"206,164","40,709",20,416,57,14,"201,098","40,376",20,"3,232",242,7,"13,852","4,899",35,"192,215","35,810",19,173,8,5,38,0,0,934,6,1,186,1182,601,343,"14,062",15,0,0,2,98277,4,49138,Matching,,36431,18.5%,239,141999,58,78,Matching and updated,,,
36059,"203,073","19,022",9,"24,604","6,368",26,"47,231","5,848",12,"103,415","5,719",6,"23,581","5,117",22,"178,756","13,905",8,481,18,4,464,19,4,"24,359",934,4,13,15715,520,390,"17,120",12,140,1383,234,829,20,9673,Matching,,9393,4.8%,312,158744,16,132.89,Matching and updated,,,
12095,"196,553","65,376",33,"52,037","38,485",74,"75,495","18,707",25,"54,554","6,659",12,"20,334","8,452",42,"175,529","56,924",32,662,117,18,646,51,8,"8,823",416,5,183,1080,319,616,"11,527",17,236,828,151,1298,47,4132,Matching,,,0.0%,299,168932,,164.5,Matching and updated,,,
42101,"195,442","80,723",41,"107,455","62,747",58,"36,441","11,470",31,"26,510","3,489",13,"30,532","21,900",72,"164,416","58,823",36,517,89,17,178,4,2,"12,661",574,5,5,38748,363,538,"11,552",17,1,190976,11,17361,9,21220,Matching,,10344,5.4%,229,128259,18,14,Matching and updated,,,
24510,"195,115","46,542",24,"111,677","40,636",36,"16,184","1,371",8,"52,248","3,669",7,"24,084","13,995",58,"170,379","32,547",19,800,134,17,409,5,1,"8,386",160,2,238,490,406,481,"12,216",16,185,1161,82,2605,34,6308,Matching,,,0.0%,298,149032,,81.19,Matching and updated,,,
39049,"194,841","113,345",58,"59,583","76,511",128,"16,535","6,316",38,"96,389","22,530",23,"24,765","24,670",100,"169,033","88,675",52,443,194,44,212,47,22,"9,775",902,9,55,3793,363,537,"11,640",17,254,741,22,8762,3,74756,Matching,,395,0.2%,259,101845,2,15,Matching and updated,,,
6019,"193,758","34,592",18,"9,898","5,558",56,"116,395","21,207",18,"35,014","4,828",14,"16,009","7,078",44,"176,974","27,514",16,"1,290",330,26,"1,324",76,6,"18,118",795,4,54,3660,179,1081,"8,355",23,174,1123,173,1128,46,4191,Matching,,5391,2.8%,375,98452,11,82.06,Matching and updated,,,
12099,"190,976","38,170",20,"53,195","23,693",45,"61,671","7,962",13,"62,717","5,138",8,"28,434","8,802",31,"161,971","29,368",18,"1,652",301,18,306,36,12,"6,038",207,3,177,1080,343,557,"11,921",16,15,11918,112,1633,207,889,Matching,,9907,5.4%,335,68648,25,82.5,Matching and updated,,,
48085,"188,384","8,707",5,"23,972","3,158",13,"48,228","3,041",6,"86,539","2,084",2,"17,292","1,994",12,"170,109","6,713",4,939,40,4,360,6,2,"21,811",120,1,91,2119,456,413,"12,797",15,14,12897,1,180559,7,26749,Matching,,,0.0%,140,133248,,0,Matching and updated,,,
51600,"185,563","6,221",3,"18,957","1,692",9,"46,232","2,396",5,"73,571","1,331",2,"23,882","2,209",9,"157,615","3,877",2,594,32,5,335,4,1,"36,233",385,1,53,2557,645,288,"13,204",14,252,694,0,0,15,11671,Matching,,6,0.0%,248,165125,1,212.07,Matching and updated,,,
26125,"183,662","48,170",26,"37,675","29,422",78,"10,220","2,685",26,"115,014","14,452",13,"19,210","9,544",50,"163,365","38,626",24,586,138,24,255,2,1,"14,594",344,2,37,4901,294,625,"10,005",18,112,1604,143,1257,8,22517,Matching,,8890,4.9%,254,137071,19,115.86,Matching and updated,,,
15003,"182,836","75,241",41,"3,624","1,221",34,"21,992","6,727",31,"23,445","6,655",28,"17,842","17,691",99,"164,143","57,550",35,654,272,42,"55,602","41,598",75,"55,105","13,244",24,1,0,625,292,"11,975",15,357,510,288,633,168,1086,Matching,,16551,9.1%,314,63796,40,37.52,Matching and updated,,,
25017,"182,074","12,500",7,"11,111","1,713",15,"21,948","2,395",11,"118,278","7,552",6,"30,481","4,824",16,"150,569","7,676",5,472,16,3,218,2,1,"22,661",343,2,183,936,617,295,"14,817",12,149,1098,142,1147,255,640,Matching,,14330,8.8%,326,83778,43,83.53,Matching and updated,,,
13135,"180,559","51,375",28,"56,001","27,188",49,"51,996","15,360",30,"47,311","5,501",12,"20,955","8,764",42,"159,291","42,611",27,448,153,34,285,47,16,"17,911",966,5,68,2643,337,535,"11,175",16,3,65346,6,30891,12,14111,Matching,,,0.0%,190,88363,,15,Matching and updated,,,
6029,"179,687","38,515",21,"9,751","6,412",66,"116,077","21,443",18,"42,616","8,917",21,"12,878","4,261",33,"166,215","34,254",21,"1,108",269,24,436,115,26,"6,534",609,9,49,3588,194,927,"8,168",22,33,5151,150,1134,10,17028,Matching,,534,0.3%,249,114449,1,116.89,Matching and updated,,,
48141,"175,060","9,528",5,"4,320",541,13,"157,334","8,435",5,"9,935",423,4,"15,955","1,859",12,"158,594","7,669",5,469,7,1,408,12,3,"1,243",19,2,115,1542,423,414,"11,049",16,218,734,247,649,41,3930,Matching,,2914,1.8%,357,90847,9,277.18,Matching and updated,,,
6013,"170,283","23,141",14,"16,344","8,938",55,"57,986","8,531",15,"55,834","3,486",6,"17,352","5,496",32,"152,149","17,645",12,743,189,25,"1,184",180,15,"27,961",850,3,130,1320,220,775,"7,826",22,160,1008,75,2148,55,2936,Matching,,,0.0%,191,112378,,91,Matching and updated,,,
37183,"169,899","63,999",38,"39,852","41,400",104,"28,160","10,512",37,"81,536","8,426",10,"20,338","25,517",125,"149,037","38,482",26,548,344,63,343,251,73,"13,014",450,3,59,2907,447,380,"11,691",15,0,0,0,0,0,0,Matching,,,0.0%,203,109582,,218,Matching and updated,,,
27053,"163,346","27,103",17,"38,839","18,837",49,"20,408","2,451",12,"79,568","3,121",4,"21,955","9,914",45,"140,426","17,189",12,"2,123","1,267",60,169,12,7,"15,587",331,2,92,1833,262,622,"11,368",14,146,1048,75,2045,72,2111,Matching,,68,0.0%,268,123307,1,101,Matching and updated,,,
37119,"161,693","73,983",46,"63,495","58,350",92,"34,157","8,510",25,"49,315","4,498",9,"13,629","14,162",104,"147,480","59,821",41,764,410,54,263,48,18,"9,648",557,6,72,2259,419,386,"11,413",14,291,513,314,475,146,1024,Matching,,1961,1.3%,247,80643,4,452.71,Matching and updated,,,
39035,"160,328","114,556",71,"68,110","87,852",129,"12,126","7,414",61,"69,481","15,573",22,"23,628","29,810",126,"136,149","84,746",62,309,60,19,215,36,17,"4,047",213,5,55,3015,329,487,"11,277",14,192,774,67,2231,84,1767,Matching,,5465,3.7%,284,47550,15,219.75,Matching and updated,,,
48121,"158,151","8,707",6,"16,669","2,733",16,"37,633","2,690",7,"78,386","2,822",4,"14,522","2,008",14,"142,914","6,699",5,956,48,5,251,21,8,"19,292",164,1,61,2491,353,448,"10,542",15,45,3354,41,3720,81,1863,Matching,,1310,0.9%,206,114395,4,52,Matching and updated,,,
24031,"156,819","10,831",7,"33,569","5,857",17,"45,770","3,581",8,"47,237",724,2,"16,567",870,5,"139,678","9,961",7,380,9,2,118,0,0,"22,267",338,2,26,6051,462,339,"10,994",14,83,1684,113,1229,24,5803,Matching,,11507,8.3%,206,94205,12,10.13,Matching and updated,,,
47157,"153,041","160,720",105,"100,019","149,372",149,"15,582","4,224",27,"29,734","3,718",13,"19,573","72,372",370,"133,102","88,348",66,285,251,88,172,9,5,"3,939",186,5,135,1131,370,414,"9,879",15,90,1207,31,3475,12,8724,Matching,,2,0.0%,120,86261,1,18.75,Matching and updated,,,
13121,"150,679","64,366",43,"81,974","57,577",70,"17,995","3,903",22,"36,284","1,868",5,"15,487","11,339",73,"134,943","53,027",39,244,10,4,136,14,10,"10,348",252,2,119,1294,325,464,"10,161",15,191,829,30,5239,1,158151,Matching,,4,0.0%,213,79765,1,7,Matching and updated,,,
17043,"150,508","8,605",6,"10,053","2,616",26,"31,722","2,551",8,"82,691","2,751",3,"15,284","2,370",16,"134,744","6,235",5,491,20,4,214,2,1,"19,812",348,2,52,2955,278,541,"10,611",14,93,1556,103,1403,42,3423,Matching,,4046,2.8%,277,95828,10,274.36,Matching and updated,,,
36119,"149,266","18,155",12,"20,298","8,424",42,"47,500","6,410",13,"68,623","3,000",4,"20,165","7,367",37,"128,406","10,788",8,297,18,6,201,10,5,"9,319",135,1,21,7099,399,374,"11,498",13,218,689,186,811,256,588,Matching,,13468,8.9%,238,67817,29,155.37,Matching and updated,,,
42003,"148,398","40,410",27,"32,123","27,208",85,"2,642",508,19,"100,848","9,860",10,"22,434","10,443",47,"125,401","29,967",24,301,36,12,154,1,1,"5,996",295,5,65,2280,380,391,"11,110",13,167,863,82,1760,111,1296,Matching,,18596,12.9%,229,94570,33,36.1,Matching and updated,,,
9001,"144,844","20,965",14,"17,722","8,775",50,"36,164","8,112",22,"79,076","3,561",5,"15,698","4,733",30,"128,414","16,232",13,377,38,10,170,0,0,"8,159",161,2,67,2064,389,373,"11,228",13,1,128814,0,0,3,42938,Matching,,10998,8.5%,201,82613,35,190,Matching and updated,,,
18097,"144,512","59,404",41,"53,712","40,976",76,"26,767","4,343",16,"49,942","10,125",20,"19,117","13,897",73,"124,807","45,507",36,256,62,24,116,12,10,"5,228",407,8,79,1831,211,686,"8,954",16,206,685,200,706,5,28239,Matching,,109,0.1%,204,135457,1,18,Matching and updated,,,
4019,"143,939","37,104",26,"5,900","2,953",50,"77,080","19,053",25,"48,111","12,016",25,"17,791","7,507",42,"125,353","29,597",24,"4,631","1,475",32,579,31,5,"3,183",154,5,28,5155,243,592,"7,856",18,257,538,25,5519,85,1623,Matching,,606,0.4%,244,67418,1,72.24,Matching and updated,,,
24033,"141,194","37,437",27,"86,139","31,874",37,"42,457","4,274",10,"5,737",424,7,"15,288","9,431",62,"125,335","28,006",22,513,96,19,397,24,6,"3,891",172,4,72,1937,360,392,"9,808",14,79,1686,73,1833,10,13387,Matching,,366,0.3%,219,81104,1,23.49,Matching and updated,,,
6111,"139,282","14,308",10,"1,901",407,21,"79,197","10,494",13,"45,077","2,906",6,"14,022","3,232",23,"124,638","11,076",9,509,55,11,"1,259",52,4,"7,395",154,2,53,2752,197,708,"5,913",24,91,1510,152,907,134,1026,Matching,,965,0.7%,273,92141,3,257.13,Matching and updated,,,
29189,"138,091","102,694",74,"50,113","82,682",165,"5,682","2,231",39,"70,673","15,114",21,"20,565","29,080",141,"116,583","73,614",63,319,41,13,179,8,4,"6,430",709,11,107,1301,432,319,"9,448",15,33,4102,63,2177,14,9652,Matching,,42787,31.2%,184,26143,72,1,Matching and updated,,,
55079,"137,548","60,863",44,"50,543","47,895",95,"29,328","7,341",25,"45,407","3,775",8,"21,629","24,250",112,"114,998","36,613",32,"1,044",361,35,237,7,3,"7,796",400,5,40,3442,234,588,"9,288",15,283,512,251,577,209,693,Matching,,13573,9.4%,258,65768,34,254.35,Matching and updated,,,
17097,"137,502","18,287",13,"9,593","7,070",74,"40,409","6,748",17,"70,966","3,294",5,"18,044","4,333",24,"111,278","12,483",11,582,66,11,280,129,46,"10,740",135,1,28,5158,296,464,"10,073",14,80,1655,97,1367,6,23740,Matching,,,0.0%,234,59959,,66.84,Matching and updated,,,
